Date;Filière;Valeur (GW)
05/05/2019;Enveloppe 2015-2019;46,49708
06/05/2019;Enveloppe 2015-2019;45,61347
07/05/2019;Enveloppe 2015-2019;45,08889
08/05/2019;Enveloppe 2015-2019;45,16313
09/05/2019;Enveloppe 2015-2019;44,80188
10/05/2019;Enveloppe 2015-2019;44,7825
11/05/2019;Enveloppe 2015-2019;44,71906
12/05/2019;Enveloppe 2015-2019;45,02658
13/05/2019;Enveloppe 2015-2019;45,1185
14/05/2019;Enveloppe 2015-2019;46,17812
15/05/2019;Enveloppe 2015-2019;46,81156
16/05/2019;Enveloppe 2015-2019;46,78
17/05/2019;Enveloppe 2015-2019;46,75879
18/05/2019;Enveloppe 2015-2019;46,55374
19/05/2019;Enveloppe 2015-2019;46,16688
20/05/2019;Enveloppe 2015-2019;46,745
21/05/2019;Enveloppe 2015-2019;47,02382
22/05/2019;Enveloppe 2015-2019;47,00225
23/05/2019;Enveloppe 2015-2019;45,68916
24/05/2019;Enveloppe 2015-2019;45,71291
25/05/2019;Enveloppe 2015-2019;46,33456
26/05/2019;Enveloppe 2015-2019;48,54489
27/05/2019;Enveloppe 2015-2019;48,57188
28/05/2019;Enveloppe 2015-2019;47,87302
29/05/2019;Enveloppe 2015-2019;47,23656
30/05/2019;Enveloppe 2015-2019;45,48812
31/05/2019;Enveloppe 2015-2019;45,71836
01/06/2019;Enveloppe 2015-2019;45,84112
02/06/2019;Enveloppe 2015-2019;47,7906
03/06/2019;Enveloppe 2015-2019;47,34344
04/06/2019;Enveloppe 2015-2019;46,70898
05/06/2019;Enveloppe 2015-2019;46,26132
06/06/2019;Enveloppe 2015-2019;44,58992
07/06/2019;Enveloppe 2015-2019;45,207
08/06/2019;Enveloppe 2015-2019;45,37649
09/06/2019;Enveloppe 2015-2019;45,46192
10/06/2019;Enveloppe 2015-2019;46,2001
11/06/2019;Enveloppe 2015-2019;47,17021
12/06/2019;Enveloppe 2015-2019;47,00088
13/06/2019;Enveloppe 2015-2019;44,04688
14/06/2019;Enveloppe 2015-2019;44,00965
15/06/2019;Enveloppe 2015-2019;46,54613
16/06/2019;Enveloppe 2015-2019;46,33284
17/06/2019;Enveloppe 2015-2019;44,945
18/06/2019;Enveloppe 2015-2019;44,60324
19/06/2019;Enveloppe 2015-2019;46,13622
20/06/2019;Enveloppe 2015-2019;45,11833
21/06/2019;Enveloppe 2015-2019;45,46081
22/06/2019;Enveloppe 2015-2019;46,1819
23/06/2019;Enveloppe 2015-2019;46,525
24/06/2019;Enveloppe 2015-2019;46,525
25/06/2019;Enveloppe 2015-2019;46,51744
26/06/2019;Enveloppe 2015-2019;47,61937
27/06/2019;Enveloppe 2015-2019;45,82417
28/06/2019;Enveloppe 2015-2019;45,32413
29/06/2019;Enveloppe 2015-2019;46,68521
30/06/2019;Enveloppe 2015-2019;46,98592
01/07/2019;Enveloppe 2015-2019;46,44854
02/07/2019;Enveloppe 2015-2019;47,03183
03/07/2019;Enveloppe 2015-2019;47,66226
04/07/2019;Enveloppe 2015-2019;46,46648
05/07/2019;Enveloppe 2015-2019;45,02773
06/07/2019;Enveloppe 2015-2019;46,00849
07/07/2019;Enveloppe 2015-2019;47,41096
08/07/2019;Enveloppe 2015-2019;48,40837
09/07/2019;Enveloppe 2015-2019;49,0899
10/07/2019;Enveloppe 2015-2019;49,09512
11/07/2019;Enveloppe 2015-2019;48,0908
12/07/2019;Enveloppe 2015-2019;47,63487
13/07/2019;Enveloppe 2015-2019;50,001
14/07/2019;Enveloppe 2015-2019;50,3524
15/07/2019;Enveloppe 2015-2019;50,59625
16/07/2019;Enveloppe 2015-2019;50,16171
17/07/2019;Enveloppe 2015-2019;50,06667
18/07/2019;Enveloppe 2015-2019;46,31834
19/07/2019;Enveloppe 2015-2019;45,88062
20/07/2019;Enveloppe 2015-2019;47,00405
21/07/2019;Enveloppe 2015-2019;47,88755
22/07/2019;Enveloppe 2015-2019;46,79559
23/07/2019;Enveloppe 2015-2019;47,29614
24/07/2019;Enveloppe 2015-2019;48,24193
25/07/2019;Enveloppe 2015-2019;47,91802
26/07/2019;Enveloppe 2015-2019;46,72991
27/07/2019;Enveloppe 2015-2019;49,3411
28/07/2019;Enveloppe 2015-2019;50,39454
29/07/2019;Enveloppe 2015-2019;49,73052
30/07/2019;Enveloppe 2015-2019;50,61334
31/07/2019;Enveloppe 2015-2019;50,99601
01/08/2019;Enveloppe 2015-2019;48,28138
02/08/2019;Enveloppe 2015-2019;48,50388
03/08/2019;Enveloppe 2015-2019;47,74846
04/08/2019;Enveloppe 2015-2019;47,89375
05/08/2019;Enveloppe 2015-2019;47,11848
06/08/2019;Enveloppe 2015-2019;47,60422
07/08/2019;Enveloppe 2015-2019;47,8725
08/08/2019;Enveloppe 2015-2019;46,21432
09/08/2019;Enveloppe 2015-2019;45,5458
10/08/2019;Enveloppe 2015-2019;47,40806
11/08/2019;Enveloppe 2015-2019;47,34232
12/08/2019;Enveloppe 2015-2019;48,0734
13/08/2019;Enveloppe 2015-2019;48,17261
14/08/2019;Enveloppe 2015-2019;48,14004
15/08/2019;Enveloppe 2015-2019;46,95828
16/08/2019;Enveloppe 2015-2019;47,18724
17/08/2019;Enveloppe 2015-2019;49,05044
18/08/2019;Enveloppe 2015-2019;48,7673
19/08/2019;Enveloppe 2015-2019;48,89125
20/08/2019;Enveloppe 2015-2019;50,04312
21/08/2019;Enveloppe 2015-2019;51,03155
22/08/2019;Enveloppe 2015-2019;45,38402
23/08/2019;Enveloppe 2015-2019;43,36054
24/08/2019;Enveloppe 2015-2019;45,67151
25/08/2019;Enveloppe 2015-2019;46,85877
26/08/2019;Enveloppe 2015-2019;47,134
27/08/2019;Enveloppe 2015-2019;46,19205
28/08/2019;Enveloppe 2015-2019;44,85225
29/08/2019;Enveloppe 2015-2019;44,77163
30/08/2019;Enveloppe 2015-2019;44,73385
31/08/2019;Enveloppe 2015-2019;45,53446
01/09/2019;Enveloppe 2015-2019;47,79595
02/09/2019;Enveloppe 2015-2019;48,34771
03/09/2019;Enveloppe 2015-2019;48,42429
04/09/2019;Enveloppe 2015-2019;48,21748
05/09/2019;Enveloppe 2015-2019;46,62901
06/09/2019;Enveloppe 2015-2019;46,99433
07/09/2019;Enveloppe 2015-2019;48,70872
08/09/2019;Enveloppe 2015-2019;48,92491
09/09/2019;Enveloppe 2015-2019;49,29106
10/09/2019;Enveloppe 2015-2019;49,50968
11/09/2019;Enveloppe 2015-2019;48,32012
12/09/2019;Enveloppe 2015-2019;47,59191
13/09/2019;Enveloppe 2015-2019;48,29699
14/09/2019;Enveloppe 2015-2019;47,94385
15/09/2019;Enveloppe 2015-2019;46,097
16/09/2019;Enveloppe 2015-2019;46,097
17/09/2019;Enveloppe 2015-2019;46,31812
18/09/2019;Enveloppe 2015-2019;45,84952
19/09/2019;Enveloppe 2015-2019;45,98357
20/09/2019;Enveloppe 2015-2019;44,22306
21/09/2019;Enveloppe 2015-2019;44,25172
22/09/2019;Enveloppe 2015-2019;44,41542
23/09/2019;Enveloppe 2015-2019;42,16481
24/09/2019;Enveloppe 2015-2019;43,4111
25/09/2019;Enveloppe 2015-2019;45,52062
26/09/2019;Enveloppe 2015-2019;45,3312
27/09/2019;Enveloppe 2015-2019;44,82052
28/09/2019;Enveloppe 2015-2019;44,29677
29/09/2019;Enveloppe 2015-2019;43,57829
30/09/2019;Enveloppe 2015-2019;44,17493
01/10/2019;Enveloppe 2015-2019;44,16058
02/10/2019;Enveloppe 2015-2019;44,74989
03/10/2019;Enveloppe 2015-2019;43,91886
04/10/2019;Enveloppe 2015-2019;44,15858
05/10/2019;Enveloppe 2015-2019;45,92239
06/10/2019;Enveloppe 2015-2019;45,91583
07/10/2019;Enveloppe 2015-2019;46,32144
08/10/2019;Enveloppe 2015-2019;47,94523
09/10/2019;Enveloppe 2015-2019;47,56797
10/10/2019;Enveloppe 2015-2019;44,67203
11/10/2019;Enveloppe 2015-2019;43,98966
12/10/2019;Enveloppe 2015-2019;47,20411
13/10/2019;Enveloppe 2015-2019;47,73833
14/10/2019;Enveloppe 2015-2019;48,6325
15/10/2019;Enveloppe 2015-2019;48,735
16/10/2019;Enveloppe 2015-2019;48,9125
17/10/2019;Enveloppe 2015-2019;49,09
18/10/2019;Enveloppe 2015-2019;49,13542
19/10/2019;Enveloppe 2015-2019;49,08403
20/10/2019;Enveloppe 2015-2019;49,54895
21/10/2019;Enveloppe 2015-2019;50,06708
22/10/2019;Enveloppe 2015-2019;49,50458
23/10/2019;Enveloppe 2015-2019;50,65963
24/10/2019;Enveloppe 2015-2019;50,4075
25/10/2019;Enveloppe 2015-2019;50,49239
26/10/2019;Enveloppe 2015-2019;50,49562
27/10/2019;Enveloppe 2015-2019;49,68
28/10/2019;Enveloppe 2015-2019;48,92824
29/10/2019;Enveloppe 2015-2019;48,135
30/10/2019;Enveloppe 2015-2019;48,96802
31/10/2019;Enveloppe 2015-2019;47,80333
01/11/2019;Enveloppe 2015-2019;49,26667
02/11/2019;Enveloppe 2015-2019;50,23144
03/11/2019;Enveloppe 2015-2019;50,60708
04/11/2019;Enveloppe 2015-2019;49,0059
05/11/2019;Enveloppe 2015-2019;51,70537
06/11/2019;Enveloppe 2015-2019;51,25085
07/11/2019;Enveloppe 2015-2019;49,56824
08/11/2019;Enveloppe 2015-2019;50,92636
09/11/2019;Enveloppe 2015-2019;51,39413
10/11/2019;Enveloppe 2015-2019;51,02073
11/11/2019;Enveloppe 2015-2019;51,43229
12/11/2019;Enveloppe 2015-2019;51,41964
13/11/2019;Enveloppe 2015-2019;51,80211
14/11/2019;Enveloppe 2015-2019;48,21158
15/11/2019;Enveloppe 2015-2019;48,66913
16/11/2019;Enveloppe 2015-2019;51,34109
17/11/2019;Enveloppe 2015-2019;50,26778
18/11/2019;Enveloppe 2015-2019;51,44042
19/11/2019;Enveloppe 2015-2019;52,13567
20/11/2019;Enveloppe 2015-2019;52,19417
21/11/2019;Enveloppe 2015-2019;51,88625
22/11/2019;Enveloppe 2015-2019;52,5744
23/11/2019;Enveloppe 2015-2019;52,68129
24/11/2019;Enveloppe 2015-2019;52,59334
25/11/2019;Enveloppe 2015-2019;52,45027
26/11/2019;Enveloppe 2015-2019;53,13135
27/11/2019;Enveloppe 2015-2019;55,0702
28/11/2019;Enveloppe 2015-2019;54,84267
29/11/2019;Enveloppe 2015-2019;54,64969
30/11/2019;Enveloppe 2015-2019;54,51139
01/12/2019;Enveloppe 2015-2019;54,8318
02/12/2019;Enveloppe 2015-2019;55,52467
03/12/2019;Enveloppe 2015-2019;55,87635
04/12/2019;Enveloppe 2015-2019;55,94935
05/12/2019;Enveloppe 2015-2019;57,5586
06/12/2019;Enveloppe 2015-2019;57,54326
07/12/2019;Enveloppe 2015-2019;58,25175
08/12/2019;Enveloppe 2015-2019;58,68128
09/12/2019;Enveloppe 2015-2019;55,45213
10/12/2019;Enveloppe 2015-2019;58,58417
11/12/2019;Enveloppe 2015-2019;58,9725
12/12/2019;Enveloppe 2015-2019;56,56927
13/12/2019;Enveloppe 2015-2019;57,37715
14/12/2019;Enveloppe 2015-2019;58,6782
15/12/2019;Enveloppe 2015-2019;59,09
16/12/2019;Enveloppe 2015-2019;59,60297
17/12/2019;Enveloppe 2015-2019;59,63667
18/12/2019;Enveloppe 2015-2019;59,50917
19/12/2019;Enveloppe 2015-2019;55,96958
20/12/2019;Enveloppe 2015-2019;55,845
21/12/2019;Enveloppe 2015-2019;55,845
22/12/2019;Enveloppe 2015-2019;56,31604
23/12/2019;Enveloppe 2015-2019;55,655
24/12/2019;Enveloppe 2015-2019;55,09688
25/12/2019;Enveloppe 2015-2019;54,44729
26/12/2019;Enveloppe 2015-2019;55,28812
27/12/2019;Enveloppe 2015-2019;56,76755
28/12/2019;Enveloppe 2015-2019;56,47333
29/12/2019;Enveloppe 2015-2019;56,46565
30/12/2019;Enveloppe 2015-2019;56,475
31/12/2019;Enveloppe 2015-2019;56,62146
